Company Name,Domain,Industry,Location,Headcount,Linkedin,Description,Company Type,Tags
Predominant Controls,predominantcontrols.com,Automation Machinery Manufacturing,"Kalamazoo, Michigan, United States",1-10,https://www.linkedin.com/company/predominantcontrols,Predominant Controls is a provider of industrial control systems and engineering services focusing on attentive understanding of customer needs.,privately held,""
ZimmerGroup A,zimmergroup.dk,,Denmark,,,ZimmerGroup A is an industrial automation company specializing in manufacturing solutions and robotics.,,""
Total Manufacturing Systems,totalmfgsys.com,Machinery Manufacturing,"Litchfield, Michigan, United States",11-50,https://www.linkedin.com/company/total-manufacturing-systems-inc-,"Total Manufacturing Systems is a manufacturing company that specializes in providing full turnkey engineering solutions, including programming, fixturing, tooling, and automation systems, with expertise in part processing, quality requirements, and CNC machining repairs.",privately held,""
Alfa Lave,alfalave.com,,"Saint-Léonard, Canada",10001+,https://www.linkedin.com/company/alfa-lave,Alfa Lave is a manufacturing company that provides industrial equipment and processing solutions.,,""
Autec,autec.com.ar,Industrial Machinery Manufacturing,,51-200,https://www.linkedin.com/company/autec-automatismos,AUTEC AUTOMATION is an automation company that specializes in providing excellence in automation services with a focus on direct customer interaction.,privately held,""
Kaladari Industries,kaladari.com.au,,,,https://www.linkedin.com/company/kaladari-industries,"Kaladari Industries is a manufacturing company that offers ColWeld, a welding cobot with EWM ForceArc technology that significantly increases productivity over manual welding through quick and easy programming.",,""
Emerson Warwick,emersonwarwick.com,Information Technology and Services,,1-10,https://www.linkedin.com/company/emerson-warwick,"Emerson Warwick is a company that provides engineering solutions, industrial automation, and manufacturing services.",privately held,""
"24-hour hotline077
The mobile phone077",whzoncn.com,,,,,"Wuhu ZONCN Automation Equipment Co., Ltd. is a manufacturing company specializing in automation equipment and electronic technology.",,""
MULTILOGIC SNC,multilogic.org,,,,,"MULTILOGIC SNC is a company that specializes in the construction and maintenance of electrical and automation systems, including the manufacturing of lamellar electrical transformers.",,""
Lincoln Industrial Corp,lincolnindustrialcorp.com,,"4355 Turner Rd, 97317, Salem, Oregon, United States",,,Lincoln Industrial is a manufacturing company that specializes in providing top-notch welding and fabrication services.,,""
Proline Valves,prolinevalves.com,Automation Machinery Manufacturing,,1-10,https://www.linkedin.com/company/proline-industrial-valves,"Proline Valves is a manufacturing company that specializes in a wide range of Industrial Valves, Automation, and Control Equipments under the brand name of Proline Valves.",self employed,""
NDR-Industries Oy,ndr-industries.com,,,,,NDR-Industries Oy is a robotics manufacturing company that specializes in designing robotic machines to meet high consumer criteria.,,""
Afgsrl.it,afgsrl.it,,,,,AFG SRL is an industrial automation company that specializes in designing and building custom machinery and automation systems for the stone industry and similar sectors.,,""
Makcnc,makcnc.com.br,Retail,"Bragança Paulista, Brazil",,https://www.linkedin.com/company/makcnc,"Makcnc is a manufacturing company that offers a complete line of CNC router solutions for various industries, facilitating operations, reducing labor costs, and significantly increasing daily production.",,""
ASC OTOMASYON,ascotomasyon.com.tr,Industrial Automation,"Esenyurt, Türkiye",1-10,https://www.linkedin.com/company/asc-otomasyon,"ASC OTOMASYON is an automation company that specializes in the sale, consultancy, manufacturing, and technical servicing of electrical, electronic, and automation materials, focusing on machinery manufacturing with services like conveyor systems, packaging machinery, and machine design.",privately held,""
Gevitec,gevitec.com.br,Machinery Manufacturing,"Joinville, Brazil",11-50,https://www.linkedin.com/company/gevitec-mecanica-industrial-ltda,"Gevitec is an industrial equipment manufacturer that specializes in high-precision mixing and blowing machines for the Cold Box process, enhancing production efficiency with a focus on technology and expert support.",privately held,""
SieRobi,sierobi.eu,Human Resources Services,"Warsaw, Poland",501-1000,https://www.linkedin.com/company/sierobi-eu,SieRobi is a robotics company that specializes in automation technology and engineering solutions.,privately held,""
Tisea,tisea.eu,,,,,"Tisea is a company specialized in machinery automation and construction, handling everything from technical design and 3D design to realization.",,""
STI Apparel Automation Private Limited,stiaapl.com,,,,,STI Apparel Automation Private Limited is a company that specializes in providing innovative and highly efficient industrial sewing machines under the brand name Fucen Sewing.,,""
Firenta,firenta.lt,,,,,Firenta is a company that specializes in automating monotonous and physically heavy work through robotics and industrial automation solutions.,,""
Bright Industry,brightindustry.com,Industrial Automation,"Yerevan, Armenia",51-200,https://www.linkedin.com/company/bright-industry-llc,Bright Industry is a leader in industrial automation services and importing automation goods and equipment.,self employed,""
Jormary,jormary.com.br,Retail Groceries,"Uberaba, Brazil",,https://www.linkedin.com/company/jormary,"Jormary is a company specializing in Industrial Automation, utilizing technology and innovation in handling, packaging, closing, and palletizing.",,""
SINDELE,sindele.de,Food and Beverage Services,"Spaichingen, Germany",1-10,https://www.linkedin.com/company/sindele,Sindele is a welding technology company that specializes in providing machines and facilities for welding.,,""
JINGHUI,jinghui.cc,Personal Care Product Manufacturing,China,501-1000,https://www.linkedin.com/company/jinghuiperfume,"JINGHUI is a manufacturing company that specializes in industrial equipment, machinery, automation, and robotics.",privately held,""
Cezoma,cezoma.com,Machinery Manufacturing,"Helmond, Netherlands",11-50,https://www.linkedin.com/company/cezoma,"Cezoma is a manufacturing company that specializes in the development and production of automatic winding machines for a variety of industries, leveraging over 80 years of expertise in winding technology.",public company,""
SOLDAVAL SOLDADURAS PROFESIONALES VALENCIANAS SL,soldadura-soldaval.com,"Appliances, Electrical, and Electronics Manufacturing","Ribarroja del Turia, Spain",1001-5000,https://www.linkedin.com/company/soldaval-soldaduras-profesionales-valencianas-sl,SOLDAVAL SOLDADURAS PROFESIONALES VALENCIANAS SL is a welding services company specializing in industrial equipment manufacturing and metal fabrication.,,""
Credere Engenharia,credere.eng.br,Automation Machinery Manufacturing,"Chapecó, Brazil",1-10,https://www.linkedin.com/company/credere-engenharia-ltda,"Credere Engenharia is a company specializing in industrial automation solutions, including process automation, development of industrial machines, and equipment.",partnership,""
RTS Robotics,rtsrobotics.com,Automation Machinery Manufacturing,"Istanbul, Türkiye",11-50,https://www.linkedin.com/company/rts-robot-teknolojileri,"RTS Robotics is a company in the robotics industry that specializes in providing turnkey robotic project sales and integration, focusing on welding, CNC feeding, palletizing, cutting, spraying, and collaborative applications.",privately held,""
Festo Srbija,festo.rs,Automation Machinery Manufacturing,"Belgrade, Serbia",11-50,https://www.linkedin.com/company/festo-srbija,Festo Srbija is a manufacturing company that offers a wide range of pneumatic and electronic components and systems for industrial automation.,privately held,""
Automation Engineering Co,automationengrco.com,,"06790, Torrington, Connecticut, United States",,,"Automation Engineering is a company that represents leading manufactures of machine components used in building specialized production and automation equipment, as well as in handling and processing production metal scrap and swarf.",,""
AGME Corporation Ltd.,agme.com,Strategic Management Services,,201-500,https://www.linkedin.com/company/xei-corp,AGME Corporation is an industrial machinery company that offers manufacturing equipment and automation technology solutions.,educational institution,""
Techknowsensations Pvt,techknowsen.com,Mechanical or Industrial Engineering,"Ahmedabad, India",1-10,https://www.linkedin.com/company/techknowsensations-pvt-ltd,"Techknowsensations Pvt is an engineering and technology solutions company that specializes in design, manufacturing, automation, and consulting services to increase efficiency.",privately held,""
Hermes Technology,hermestechnology.com.tr,"Retail Appliances, Electrical, and Electronic Equipment","Ankara, Türkiye",1-10,https://www.linkedin.com/company/hermes-technology-automation-machine,"Hermes Technology is a technology firm in the industrial automation sector, offering high quality, cost-effective hardware and software solutions with a focus on value-added services.",self owned,""
2 Décimas,2decimas.com.ar,,,,,"2 Décimas is an industrial equipment manufacturing company that specializes in designing and fabricating custom machinery, automation solutions, electronics, and providing industrial products.",,""
"Sanmen Taili Motor Co.,Ltd.",taili.tw,Automation Machinery Manufacturing,"Taizhou, China",501-1000,https://www.linkedin.com/company/sanmen-taili-motor-co-ltd,"Sanmen Taili Motor Co., is a company in the intelligent manufacturing transmission industry that specializes in providing reduction motor solutions for automation and intelligent equipment.",self owned,""
